Gene.name,log2FoldChange,padj
Smarca4,0.229860773,3.25E-07
Mfap3,-0.398225594,3.26E-07
Bag2,0.486180347,3.27E-07
Amotl2,0.38264017,3.27E-07
Sec61a2,0.399049208,3.27E-07
Ap2m1,0.229515931,3.28E-07
Gpr63,1.218066253,3.29E-07
Kpna6,0.272937724,3.29E-07
Rprd1a,0.380973138,3.30E-07
Zkscan4,-0.891433084,3.30E-07
LOC108349189,0.378947277,3.32E-07
Iqsec1,-0.303791069,3.32E-07
Kmt2c,0.36539831,3.33E-07
Nop9,0.381620618,3.33E-07
Prr13,-0.537823719,3.37E-07
Lrrc8c,0.359386606,3.37E-07
Kdm5c,0.243091601,3.40E-07
Kat14,-0.494054433,3.43E-07
Klhl20,-0.419966897,3.44E-07
Grm1,-0.926529515,3.47E-07
Thsd1,1.318428101,3.47E-07
Msh3,-0.658288235,3.53E-07
Ddx1,-0.261583485,3.53E-07
Ets1,0.998088192,3.54E-07
Itpripl1,-1.043317972,3.55E-07
Slc41a2,-0.3687411,3.57E-07
Zfp184,0.931308748,3.62E-07
Ints10,0.340721304,3.68E-07
Naif1,-1.00169896,3.71E-07
Mapkbp1,0.308897459,3.74E-07
Calr,0.269307311,3.77E-07
Szt2,-0.373856343,3.80E-07
AABR07012329.1,1.80696972,3.83E-07
Alg14,-0.583374398,3.83E-07
Impad1,0.232412099,3.86E-07
Ext1,0.317389792,3.87E-07
Ccser2,-0.316877422,3.89E-07
Zmynd19,-0.361123327,3.96E-07
LOC100362333,-0.404149395,3.96E-07
Ndufaf1,-0.846672789,4.04E-07
Myo6,1.33830609,4.05E-07
Nphp4,0.486047398,4.05E-07
Psmd8,0.269972399,4.07E-07
Ttc7b,-0.385671779,4.08E-07
Xab2,0.424491508,4.10E-07
Dixdc1,0.350383531,4.15E-07
Scrn1,-0.317972983,4.15E-07
Mre11,-0.598538861,4.16E-07
Lnx1,-0.473014587,4.17E-07
Krcc1,-1.702825334,4.17E-07
Sidt2,0.217549294,4.18E-07
Ppp2r5d,-0.323648424,4.18E-07
Dnhd1,0.862849136,4.19E-07
Ivns1abp,0.444747309,4.21E-07
Phf20,-0.325616011,4.26E-07
Inpp1,-0.628717969,4.27E-07
LOC684773,0.930417626,4.27E-07
Dus1l,-0.516591717,4.28E-07
Tmem8b,0.407333979,4.28E-07
Hap1,0.520972072,4.29E-07
Syt13,-0.55579798,4.30E-07
Fahd2a,0.539218139,4.30E-07
Coa3,-0.578562003,4.32E-07
Orc5,-0.999735702,4.38E-07
Tepsin,-0.465701458,4.46E-07
Zfp536,0.57147185,4.48E-07
Zbtb12,-0.530283907,4.48E-07
Pdcd11,-0.243405964,4.48E-07
Pdzrn3,-0.462739264,4.51E-07
Abraxas2,-0.574239276,4.53E-07
Ncor2,-0.382967892,4.57E-07
Ddx50,0.390275057,4.58E-07
Hapln1,1.083496426,4.64E-07
Stk11,0.260954168,4.65E-07
Banf1,0.410070244,4.68E-07
Kansl1l,0.653167434,4.69E-07
Ppat,0.323808466,4.72E-07
AABR07009965.1,1.202574228,4.72E-07
Mta1,0.248699058,4.76E-07
Pi4ka,0.212443584,4.84E-07
LOC100294508,-0.310308306,4.88E-07
Aldh3a2,0.368495668,4.89E-07
Ccdc116,-1.199102587,4.94E-07
Fam83f,-1.961688626,4.96E-07
Pigo,-0.604652617,5.00E-07
Mrpl50,-0.779088055,5.00E-07
Cnp,-0.759381104,5.01E-07
Dmd,0.445323691,5.02E-07
Ptpra,-0.202249088,5.04E-07
Tamm41,-0.580435055,5.05E-07
Hnrnpa3,0.346244281,5.13E-07
Rab21,0.414676355,5.14E-07
Tceal1,-0.600431348,5.19E-07
Rpusd1,-0.525487234,5.19E-07
Gemin5,0.285382671,5.19E-07
Poli,-1.121529571,5.24E-07
Yars1,0.235661153,5.31E-07
Rcor1,-0.501142609,5.32E-07
Ndufs3,-0.342645426,5.37E-07
Rdh13,-0.346958757,5.40E-07
Mlycd,-0.618951492,5.43E-07
Gcfc2,0.666662221,5.43E-07
Rbsn,0.275591223,5.43E-07
Smad4,-0.330751892,5.52E-07
Cnot2,-0.334096637,5.54E-07
Gtf2h1,0.312613599,5.57E-07
Mmachc,-0.937623845,5.57E-07
Tor4a,-1.366018715,5.58E-07
Hist1h2bo,0.65155468,5.58E-07
Lysmd3,0.754782033,5.60E-07
LOC100909439,-1.627564384,5.61E-07
Tfb2m,-0.729905582,5.66E-07
Tspan14,-0.306069703,5.68E-07
AC119336.1,0.618174552,5.71E-07
Prkcz,-0.198525946,5.76E-07
Wscd2,0.311325667,5.80E-07
Sobp,-0.352655329,5.81E-07
B4galnt4,0.276247493,5.83E-07
Dlx5,1.542894385,5.84E-07
Lsm6,0.542819143,5.86E-07
Grik3,-0.690789562,5.96E-07
Coa4,-0.955660906,6.04E-07
Zscan21,0.34127147,6.08E-07
Bnip3,-0.513332074,6.08E-07
Unc119,-0.582930157,6.11E-07
Tmem69,-0.785986047,6.12E-07
Usp12,0.411117129,6.14E-07
Rtf1,-0.250583085,6.15E-07
Copb1,-0.314360327,6.15E-07
Ldb2,-0.879380085,6.17E-07
AC115277.1,0.652165119,6.18E-07
Magi1,0.438984741,6.19E-07
Dnajc18,-0.308082337,6.40E-07
Mau2,-0.299800367,6.43E-07
Gnb4,-0.348951642,6.50E-07
AABR07031756.1,-0.592711004,6.55E-07
Prepl,0.249219941,6.59E-07
Fkbp5,-0.394205219,6.65E-07
Rpl5,0.195678625,6.65E-07
Nlgn3,-0.213595286,6.76E-07
Tmem53,-0.986945316,6.77E-07
Mmp11,-1.84802648,6.77E-07
Polr3b,-0.393100508,6.77E-07
Kcmf1,0.317155462,6.80E-07
Ccdc97,-0.352242939,6.86E-07
Gle1,-0.539039043,6.91E-07
Zfp637,-0.355564485,6.96E-07
Wsb1,0.559021819,7.03E-07
Kmt2b,0.314123012,7.06E-07
Zfp3,-0.657020706,7.06E-07
Arfgef1,-0.28597551,7.07E-07
Nsg1,0.303303852,7.10E-07
Tbr1,0.429368069,7.11E-07
Ptprf,-0.274703478,7.15E-07
Btf3l4,-0.432360335,7.22E-07
Jph3,-0.295117736,7.26E-07
AABR07051069.1,1.702087698,7.33E-07
Tmem231,-0.617397667,7.33E-07
Tafa5,-0.390255359,7.35E-07
Rab3gap1,0.349067576,7.42E-07
Mrps18a,-0.333419959,7.46E-07
Sin3b,0.275524471,7.47E-07
Calca,1.773501518,7.50E-07
LOC103694864,-0.966617729,7.51E-07
AABR07064386.1,1.513132337,7.55E-07
Zmym4,-0.34964944,7.60E-07
Zfp7,-0.646993951,7.60E-07
Tfap2d,1.592327594,7.64E-07
Alcam,0.534724585,7.74E-07
Coro1a,-0.298984097,7.74E-07
LOC108349244,0.473242948,7.76E-07
Srcap,0.227647155,7.76E-07
Adsl,-0.315683884,7.77E-07
AC126148.1,-0.57053688,7.77E-07
Anks1b,0.370959973,7.81E-07
Dhx35,-0.649513648,7.84E-07
Rabl6,0.239713469,7.85E-07
LOC100911238,0.383280969,7.85E-07
Aasdh,-0.590398402,7.87E-07
Rabggtb,0.346624407,7.87E-07
Rnf115,-0.34944772,7.88E-07
Eif4g2,0.383596869,7.90E-07
LOC103692939,0.90047677,7.90E-07
Magi2,0.243787631,8.02E-07
Septin6,-0.24223121,8.03E-07
LOC103693563,-0.719788117,8.14E-07
Cd81,0.229185039,8.16E-07
Hivep3,-0.344148485,8.31E-07
Selenoi,0.372064941,8.41E-07
Slc41a1,0.285457293,8.46E-07
Pltp,1.154225105,8.57E-07
Ubr2,-0.29925529,8.58E-07
Atp5mg,0.316746956,8.66E-07
Rftn1,-0.84522195,8.69E-07
Pde9a,-0.800504692,8.70E-07
Park7,0.267467023,8.73E-07
Rcan1,-0.335362996,8.76E-07
Btbd11,0.52718813,8.80E-07
Ctu1,-0.362047981,8.81E-07
Nt5c3b,-0.386941033,8.89E-07
LOC103694867,-0.534781426,8.91E-07
AY172581.24,1.004385973,8.96E-07
Mtmr9,-0.257754171,8.99E-07
Prkrip1,-0.602021621,9.04E-07
Zfp691,-0.991973527,9.10E-07
AC241873.1,0.598152906,9.10E-07
Lrrc4c,0.404591874,9.12E-07
Eps15l1,-0.266834627,9.16E-07
Trps1,0.702296842,9.23E-07
Fcgbp,-0.809049954,9.28E-07
Cse1l,-0.437310578,9.31E-07
Iqgap1,0.476826179,9.33E-07
Kdm5a,0.329709084,9.34E-07
Aurkaip1,0.399891496,9.45E-07
Hyal3,-0.566743766,9.58E-07
Fkbp3,0.503975104,9.68E-07
Bambi,1.16246879,9.73E-07
RGD1565784,-0.448536774,9.78E-07
Sptssa,0.620800233,9.85E-07
Rnf215,-0.504875254,9.86E-07
Snta1,-0.561253798,9.86E-07
Pex12,-0.769783223,9.89E-07
Dazap2,0.437734484,9.89E-07
Creb1,0.358024659,9.96E-07
Eif5a2,-0.436217145,9.97E-07
Rell2,0.34546208,1.01E-06
Zfand1,-0.907930293,1.01E-06
Dmxl1,0.450851799,1.02E-06
Foxk2,-0.245955754,1.03E-06
LOC100910196,-0.476161783,1.04E-06
Plekhm1,-0.37636091,1.04E-06
Mgrn1,0.243995771,1.05E-06
Ccdc90b,-1.121186083,1.05E-06
Ptpn2,0.70564382,1.06E-06
Jcad,0.565772999,1.08E-06
Son,-0.189325882,1.08E-06
Pcdhga5,0.50031314,1.08E-06
Faf1,-0.339330668,1.09E-06
Klhl18,-0.306344242,1.11E-06
Agfg2,0.328042659,1.11E-06
Mtch1,0.282338543,1.12E-06
Nmral1,-0.673623384,1.12E-06
AABR07037528.1,0.428777697,1.12E-06
Asb7,-0.425481549,1.12E-06
Tmem168,-0.708240175,1.13E-06
Taf13,0.582791123,1.14E-06
Mdp1,-0.492925984,1.15E-06
Aldh9a1,-0.476576855,1.15E-06
Kcnn1,-1.12172071,1.15E-06
Gatd1,-0.413370626,1.16E-06
Zdhhc21,-0.378095319,1.16E-06
Dnajc2,-0.378155431,1.16E-06
Selenot,0.29522671,1.17E-06
Adgra1,-0.841367976,1.17E-06
Txn1,0.365988927,1.17E-06
Zfp112,-0.713618042,1.17E-06
Lipt2,-0.822209713,1.18E-06
Dennd4a,0.481984936,1.18E-06
Mdm4,0.410625974,1.22E-06
Kbtbd8,0.584489752,1.22E-06
Tspan2,-0.552944788,1.22E-06
Pwwp2b,-0.794181393,1.23E-06
Tsen34l1,-0.290977002,1.23E-06
Lrsam1,-0.543000749,1.23E-06
Tlk1,-0.439498652,1.24E-06
Tnpo2,0.195292909,1.27E-06
Cst3,0.321801779,1.27E-06
Fads1,-0.238339738,1.27E-06
RGD1560398,-0.43207833,1.27E-06
Dpagt1,-0.401372968,1.27E-06
AABR07026473.1,0.643032281,1.28E-06
Ky,-1.375075382,1.28E-06
Pex10,-0.736126479,1.28E-06
Ppp3cc,-0.487201813,1.28E-06
Rbm26,0.346022978,1.29E-06
Rps11,0.231705794,1.29E-06
Fbxl19,0.259912002,1.29E-06
Tmem35a,0.404282379,1.30E-06
Rilpl1,-0.595419604,1.31E-06
Usp22,0.203345194,1.32E-06
Fam49a,-0.424864113,1.36E-06
Spast,-0.351804235,1.36E-06
Lrrc17,1.163290386,1.36E-06
Ppdpf,0.35671282,1.37E-06
LOC100911860,0.797164328,1.37E-06
Ttc3,0.467529306,1.37E-06
Zfp384,-0.354588021,1.38E-06
Vbp1,0.460703402,1.40E-06
Lsg1,-0.460461119,1.40E-06
Eef2k,-0.467084227,1.40E-06
Glra2,0.516646057,1.41E-06
Tns3,-0.784198575,1.41E-06
LOC100910678,0.398771855,1.44E-06
Dear,1.296524437,1.45E-06
Lmna,0.539411178,1.45E-06
Zfp91,-0.348731169,1.47E-06
Txndc15,-0.289159397,1.47E-06
Spag7,-0.360310087,1.49E-06
Atp8a1,0.431100251,1.49E-06
AABR07062766.1,-0.930893007,1.52E-06
Gfpt1,0.210727265,1.53E-06
Fancg,-1.199495005,1.53E-06
Zmat1,-0.864139958,1.53E-06
Brip1,0.936459998,1.54E-06
Pus7l,-0.954868786,1.56E-06
Erich3,-0.92037055,1.58E-06
Rock1,0.774996104,1.58E-06
Manba,-1.345733323,1.61E-06
Prkar2b,0.267723492,1.63E-06
Cox6a1,0.388576422,1.63E-06
Csrp2,0.40918408,1.63E-06
Dtx1,-0.344783623,1.64E-06
Shpk,-1.439600831,1.65E-06
Slc48a1,-0.295254643,1.65E-06
Bend7,1.182399781,1.65E-06
Skp1,0.394215377,1.67E-06
Pcdhgb5,0.392947877,1.68E-06
AABR07071244.1,-0.21389606,1.69E-06
Tm2d2,-0.305753474,1.70E-06
Mt-nd4,1.092552499,1.71E-06
Irak1,0.246121059,1.71E-06
Zbtb8b,-0.776701487,1.71E-06
Mtmr14,-0.387701592,1.71E-06
Mocs3,-0.491781907,1.71E-06
Armc9,-0.282932634,1.71E-06
RGD1560108,0.234529429,1.72E-06
Faap100,-0.342909467,1.72E-06
Eif2b1,-0.44013483,1.73E-06
Gan,-0.369094026,1.73E-06
Brpf3,-0.393008854,1.74E-06
Crebbp,0.219657735,1.74E-06
Slc34a1,-1.276206825,1.76E-06
Psmd4,-0.343918213,1.78E-06
Snapin,-0.513259228,1.78E-06
Btbd7,-0.366345278,1.79E-06
Cnih4,-0.707023671,1.79E-06
Zkscan1,-0.329394057,1.79E-06
Natd1,-0.365512012,1.84E-06
Spef1,0.430133336,1.84E-06
St3gal5,-0.328824319,1.84E-06
Acvr2b,-0.728056025,1.86E-06
Mettl3,-0.398679052,1.86E-06
Mier3,-0.423295234,1.86E-06
Bpgm,0.295759838,1.86E-06
Fbxo11,-0.440362177,1.87E-06
Ttc13,-0.251194199,1.87E-06
Azin2,-0.824290531,1.88E-06
Alg2,-0.193151995,1.88E-06
Ifngr1,-0.323462987,1.89E-06
Smg5,0.298097146,1.92E-06
Cdkl3,0.5712288,1.92E-06
AABR07051518.1,-0.741268564,1.93E-06
Stmn2,0.363603334,1.93E-06
AABR07019083.2,1.005833005,1.93E-06
Gramd1a,0.33970233,1.95E-06
Alg11,-0.407014583,1.95E-06
Fbxo38,-0.33785774,1.95E-06
Ankrd34b,-0.881628958,1.95E-06
LOC103690019,1.256506885,1.97E-06
Tpgs2,0.295409964,1.98E-06
Bcl2l1,-0.270642848,2.00E-06
Pllp,-1.179372277,2.02E-06
Mmp28,-0.932261993,2.03E-06
Gid4,-0.338468749,2.04E-06
Plpp7,-0.426617357,2.05E-06
Kdelr2,-0.358156481,2.05E-06
Zfp346,-0.339655364,2.05E-06
AABR07045405.1,0.752951093,2.05E-06
Dennd4b,-0.299796978,2.05E-06
Gpr161,-0.383229247,2.06E-06
LOC103690156,-0.43410326,2.09E-06
Mrpl49,-0.737482011,2.10E-06
Ifrd2,-0.796316952,2.10E-06
AABR07067267.1,0.37019357,2.10E-06
Enc1,0.426473629,2.12E-06
Eapp,-0.521029391,2.12E-06
Plxna3,0.313010483,2.13E-06
Pfdn2,0.3487431,2.13E-06
Cdc42ep5,-1.133120446,2.14E-06
Tmem42,-0.530243959,2.14E-06
Mef2d,0.264821165,2.14E-06
Dvl1,0.362524486,2.15E-06
Ftsj3,-0.302111033,2.15E-06
Comt,-0.347998459,2.16E-06
Dennd5a,0.21074515,2.16E-06
LOC100911365,-0.422342504,2.17E-06
Ndor1,-0.501964599,2.18E-06
Ier3,1.820445706,2.19E-06
Fbxo9,-0.299672118,2.20E-06
Trpv6,-0.612476303,2.21E-06
Rabl3,-0.932824799,2.23E-06
Casz1,1.181518565,2.24E-06
Hs3st3b1,2.37757766,2.27E-06
Eno1,0.261591083,2.28E-06
Mcm3ap,-0.216731332,2.28E-06
Dgkh,0.302291307,2.30E-06
Fndc5,-0.777361436,2.31E-06
Rad51ap1,-1.08263494,2.32E-06
Snx30,-0.293125105,2.32E-06
Zfp286a,-0.583176988,2.34E-06
Csrnp3,0.262780893,2.37E-06
Src,-0.3251129,2.37E-06
Dstyk,0.26979385,2.38E-06
Kri1,-0.405838571,2.41E-06
Sptbn4,0.29766536,2.41E-06
Gdi1,0.230784653,2.43E-06
Ocrl,-0.457301398,2.45E-06
AABR07054000.1,0.596952423,2.46E-06
Il34,-1.067073108,2.48E-06
Rnf34,-0.325375185,2.48E-06
AABR07034273.1,0.474858609,2.49E-06
Hadha,-0.315813745,2.50E-06
Ppt2,-0.449763997,2.50E-06
mrpl24,-0.48957659,2.51E-06
Rpl7a,0.222248305,2.52E-06
Cntnap1,-0.45757664,2.59E-06
Gtpbp4,0.465118911,2.60E-06
Phc3,0.358039323,2.61E-06
Osbpl10,0.356125447,2.71E-06
Syt6,-0.877194666,2.71E-06
Cox4i1,0.315442466,2.71E-06
Mib2,0.288277809,2.73E-06
Carf,-0.788971963,2.75E-06
AC128394.1,1.638402726,2.78E-06
Wdr89,-1.07198594,2.79E-06
Gstm4,-0.585572599,2.79E-06
Elmod2,-0.531327045,2.79E-06
Pomp,0.374797973,2.80E-06
Slc5a6,0.331574944,2.80E-06
Rnf19b,0.317706904,2.83E-06
Sp9,1.078533802,2.83E-06
Kptn,0.355530256,2.83E-06
Slc16a2,0.42809807,2.86E-06
AABR07065406.1,0.652594549,2.86E-06
Zup1,-0.872319534,2.86E-06
B3galt1,-0.555113589,2.90E-06
Grin1,0.264477471,2.92E-06
Cln8,0.380691531,2.92E-06
AABR07058985.2,0.410959171,2.95E-06
Tubd1,-1.182946568,2.98E-06
Lrrn1,-0.606456097,2.99E-06
Cep164,-0.457625661,3.01E-06
Hmmr,-1.027482308,3.01E-06
Tdrp,-0.662652781,3.02E-06
Wdr44,-0.56391945,3.03E-06
Proca1,-0.63977584,3.03E-06
Rad21,-0.368008006,3.03E-06
Tmem248,0.42661103,3.05E-06
Rbbp9,-0.876560191,3.05E-06
Cd24,0.395509172,3.05E-06
Traf3ip1,0.359853351,3.08E-06
Retreg3,-0.286878329,3.09E-06
Rragc,-0.318233564,3.09E-06
Ibsp,1.222237262,3.11E-06
Zfp236,0.305533436,3.11E-06
Carnmt1,0.770024572,3.13E-06
Zfp13,-0.411676099,3.13E-06
Nme3,0.395459012,3.13E-06
LOC102553088,1.341642792,3.13E-06
LOC102556967,-0.459344501,3.14E-06
Gabra2,0.480785625,3.15E-06
Tmbim6,0.187183244,3.16E-06
Afg3l1,0.280136861,3.20E-06
AABR07057678.1,-0.619254052,3.21E-06
Adap1,0.197991092,3.21E-06
Ebag9,-0.643018632,3.24E-06
Zscan2,-0.656381611,3.25E-06
LOC103690023,-1.23839615,3.25E-06
Plce1,-0.768295523,3.25E-06
Nipsnap2,-0.544798437,3.26E-06
Prdm2,0.213001488,3.29E-06
Zdhhc8,-0.440475879,3.31E-06
Rad17,-0.59550222,3.34E-06
Dennd4c,0.56518595,3.34E-06
Hist2h2aa3,-0.486447479,3.37E-06
Polr2c,0.30237437,3.38E-06
Srebf2,0.214988087,3.39E-06
AABR07051947.1,0.922890991,3.39E-06
AABR07068316.1,0.811015139,3.42E-06
Stx1b,0.217392455,3.42E-06
Zfp644,-0.269262273,3.42E-06
Taf1d,0.716495936,3.44E-06
Stambp,-0.349608405,3.44E-06
Hdac11,-0.283212495,3.46E-06
Ric8a,-0.242087098,3.50E-06
AABR07028769.1,0.375668619,3.51E-06
Caskin1,-0.253214112,3.54E-06
Tvp23b,0.40925625,3.57E-06
Pcyt1a,0.247713677,3.58E-06
Aldh5a1,-0.377745016,3.59E-06
Asah1,-0.494612064,3.60E-06
Mink1,-0.238474565,3.61E-06
Usp54,0.378604781,3.62E-06
Tubb6,1.619695507,3.63E-06
Tmem163,-0.504013222,3.65E-06
Lias,-0.763050015,3.65E-06
LOC100912498,0.240903329,3.66E-06
Pde6d,-0.366449568,3.73E-06
Tmem196,0.585847361,3.77E-06
Psme3,-0.330002979,3.80E-06
Sh3glb1,-0.298378447,3.84E-06
AABR07005031.1,0.611819154,3.85E-06
Phyh,-0.566817924,3.88E-06
Cacnb1,-0.237725103,3.89E-06
Bbs2,-0.578595233,3.91E-06
Hps5,0.706577359,3.92E-06
AABR07006025.1,0.473318212,3.92E-06
Twistnb,0.541996491,3.97E-06
Hbp1,-0.583539467,4.00E-06
Mtpap,0.498989592,4.03E-06
Smpd1,-0.2704283,4.03E-06
Maats1,0.971916072,4.04E-06
Lrrc47,0.267944983,4.07E-06
Ncaph2,-0.295375349,4.09E-06
Brox,-0.398419711,4.11E-06
Ncbp1,-0.256241388,4.13E-06
LOC103690050,-0.410346429,4.16E-06
Hectd2,0.582400924,4.19E-06
Wdr48,-0.302160407,4.19E-06
Zfp300,1.341140293,4.24E-06
Fbxo15,0.769391401,4.27E-06
Abr,-0.20701892,4.28E-06
Zfp17,0.462211915,4.30E-06
Dpp3,-0.228699409,4.32E-06
NEWGENE_1582771,0.805806638,4.36E-06
Rps18,0.269037861,4.38E-06
Pdgfc,1.125773164,4.39E-06
Rrs1,0.388287826,4.41E-06
Ipo11,-0.361417929,4.42E-06
Rpl30,0.319435629,4.44E-06
Pcdhga11,0.408147892,4.45E-06
Zfp655,0.42131546,4.45E-06
Smyd2,0.244441474,4.45E-06
Sc5d,0.275700583,4.48E-06
Zfp106,0.238922516,4.51E-06
Guk1,0.29660646,4.54E-06
Tmem65,0.401129731,4.55E-06
Sap130,-0.310423006,4.56E-06
Cfap298,-0.504856653,4.57E-06
Lsm8,-0.706115953,4.59E-06
Mitf,1.723155432,4.60E-06
Mtch2,-0.274895335,4.64E-06
Ndufb11,0.285431071,4.65E-06
Ctdsp2,-0.76468356,4.66E-06
Rpl19,0.21903026,4.70E-06
LOC103694506,0.742956053,4.70E-06
Mpg,-1.01884343,4.70E-06
AABR07024825.1,1.68157352,4.71E-06
Pde10a,0.218367997,4.71E-06
Rnf8,-0.458821166,4.71E-06
AABR07001905.2,-0.819346914,4.72E-06
Cdh12,-0.648158562,4.75E-06
Wwp1,0.395950383,4.77E-06
Rpain,-0.967211957,4.78E-06
Cit,-0.543982989,4.78E-06
AABR07035338.1,0.329116897,4.82E-06
AABR07054361.1,0.628569779,4.85E-06
Ssbp3,-0.302853173,4.85E-06
Slc4a10,-0.328103111,4.85E-06
Gpn3,-0.449770969,4.86E-06
LOC103692716,0.336452334,4.87E-06
Sugp1,-0.413206993,4.90E-06
Tmem214,-0.361634476,4.93E-06
Kcnk1,-0.574795462,4.94E-06
Gabpb1,-0.355306503,4.95E-06
Eif4a3,0.22588464,4.95E-06
Ufsp2,-0.467082132,4.97E-06
LOC102549471,-1.468077359,4.98E-06
Parp11,-0.402869925,4.99E-06
Mlxip,0.309797853,5.04E-06
Nrsn1,0.643052852,5.05E-06
Agrn,0.201923393,5.07E-06
AABR07066677.1,-0.718667375,5.11E-06
Dnal4,-0.335151599,5.13E-06
Mt-atp8,1.503610242,5.15E-06
Nob1,0.244182725,5.17E-06
Litaf,1.007394307,5.17E-06
Rab11fip2,-0.387355098,5.21E-06
Tmem62,-0.500144947,5.24E-06
RGD1307461,-0.724975484,5.25E-06
Dbf4,1.134895964,5.27E-06
Slc35f2,-0.793681855,5.28E-06
Fam102a,0.333364232,5.31E-06
Nme7,-0.782026421,5.31E-06
Nudt6,0.962660358,5.34E-06
Stard5,1.105202879,5.34E-06
AABR07037436.1,0.515571198,5.37E-06
Serpini1,0.440407603,5.37E-06
Atpaf2,-0.461648793,5.55E-06
Zmym3,-0.329515866,5.57E-06
Cox6b1,0.318461383,5.59E-06
LOC102551095,-0.671417072,5.59E-06
Tlcd4,-0.694566975,5.61E-06
Shisa8,-0.970001051,5.62E-06
Serpinc1,-0.705047428,5.67E-06
Abtb1,-0.745666683,5.73E-06
Elovl4,0.315674434,5.73E-06
Nf2,0.238673952,5.75E-06
Cd99,0.570128185,5.76E-06
Mmadhc,-0.456539885,5.80E-06
AABR07044049.1,-0.739041971,5.80E-06
Klhl2,0.218694286,5.82E-06
Wdr92,-1.480404897,5.83E-06
AABR07059198.1,0.800322119,5.84E-06
Urb2,0.325869894,5.84E-06
Tssc4,-0.363919477,5.88E-06
Ogt,-0.400090848,5.90E-06
Rimbp3,-1.507829877,5.91E-06
Rgcc,0.725877027,5.92E-06
Exph5,0.975431682,5.92E-06
LOC103690026,-1.314076101,5.92E-06
Dgkb,-0.491163533,5.93E-06
Abcd2,0.626138161,5.94E-06
Ngfr,-1.377816717,5.95E-06
Krr1,-0.474687059,5.96E-06
Eif4ebp2,0.302257737,5.99E-06
Usp6nl,-0.368203028,6.00E-06
Zfp652,-0.387255642,6.02E-06
Pced1b,-0.96773715,6.04E-06
Grem2,0.345174737,6.06E-06
Pdxp,-0.271727025,6.09E-06
Calm2,0.355462433,6.11E-06
Ptger4,1.159303191,6.16E-06
Kcnrg,-0.937193715,6.16E-06
LOC100911166,-0.458621238,6.18E-06
Adgrg1,0.544239454,6.19E-06
Rab6a,0.263751834,6.23E-06
AC112062.1,0.239960114,6.26E-06
Cmip,0.200621882,6.27E-06
Zfpm1,-0.80407106,6.29E-06
Pygb,-0.316339455,6.32E-06
Ppfibp1,-0.470013351,6.35E-06
Ybey,-1.114850708,6.35E-06
Klhl25,0.290478838,6.38E-06
Eif3a,0.215093416,6.39E-06
Hars1,0.202929772,6.40E-06
Usp49,-0.403286236,6.41E-06
Frs2,0.310502188,6.48E-06
Gdap1l1,-0.248676547,6.49E-06
Igsf9,-0.466720925,6.61E-06
Tes,0.4521019,6.62E-06
Mrpl34,-0.460001913,6.63E-06
Ehmt2,0.243707715,6.64E-06
Rassf3,-0.578369028,6.70E-06
Cdk17,-0.327960785,6.74E-06
LOC100360057,0.275625536,6.83E-06
Hopx,1.845371314,6.87E-06
Mapk1ip1l,0.234554367,6.90E-06
Dmap1,-0.327283404,6.97E-06
Cntrl,0.56930651,6.98E-06
Pphln1,0.351072681,7.03E-06
Epn3,-1.576176623,7.09E-06
Zbtb43,-0.432433798,7.10E-06
Slc26a2,-0.669575479,7.12E-06
Ccdc102a,-1.333789234,7.16E-06
Samd9,-1.14273914,7.16E-06
Cyp1b1,-0.468801901,7.23E-06
Puf60,0.206975002,7.24E-06
Serinc3,-0.19191384,7.26E-06
Elf1,1.042833427,7.27E-06
AABR07039648.1,0.580630869,7.28E-06
Srsf6,-0.290095823,7.29E-06
Ipo13,-0.271276664,7.31E-06
Endov,-0.665698337,7.37E-06
Kdm2b,-0.268387224,7.37E-06
Rsbn1l,0.376677271,7.37E-06
Golt1b,-0.35609108,7.40E-06
Jrk,-0.530534135,7.43E-06
Pclo,0.412081197,7.51E-06
Zfp605,-0.483387845,7.54E-06
Sema4c,-0.25827494,7.56E-06
Ephb1,-0.465436261,7.56E-06
Cybc1,0.459727659,7.57E-06
LOC100911713,0.276961265,7.57E-06
Ddx49,-0.367181416,7.62E-06
Men1,-0.324387527,7.62E-06
LOC100912564,0.598109586,7.65E-06
Yeats4,-0.504172887,7.65E-06
Ehd3,-0.251191283,7.65E-06
Dgkq,0.391161441,7.66E-06
P2rx6,-1.095660621,7.71E-06
Scly,-0.497829676,7.77E-06
Gusb,-1.179538029,7.78E-06
Eef1e1,0.291340025,7.78E-06
LOC103689943,0.319494668,7.79E-06
Rpl39,0.470192153,7.82E-06
Adat1,-0.854210282,7.84E-06
Armc7,-0.626360872,7.84E-06
Vhl,0.258628368,7.85E-06
Vrk3,-0.485727876,7.85E-06
Tsn,-0.326192163,7.93E-06
Rps15,0.322043595,7.93E-06
Lrrc42,-0.396521679,7.97E-06
Lrp3,-0.290566909,8.00E-06
Zfp189,0.510421916,8.03E-06
Bex2,0.32322645,8.03E-06
AABR07045431.1,-1.136724561,8.06E-06
Ugcg,-0.345964412,8.07E-06
Paip1,-0.285547533,8.09E-06
Cttn,-0.215011633,8.10E-06
Gpt2,0.38394811,8.11E-06
Mul1,0.319846096,8.13E-06
LOC108351137,0.292705768,8.14E-06
AABR07026797.1,-0.984139548,8.22E-06
Topors,0.284058335,8.23E-06
